$D:\!USERS\MCiemiorek\rozciaganie23_05_23temppok.zs2
Data                                    23.05.2023
Oznaczenie próby                        
Gruboœæ próby                           0.98 mm
Szerokoœæ próby                         2.1 mm
Prêdkoœæ do koñca badania               0.198 mm/min
$
    Si³a standardowa;   Droga standardowa;        Czas badania;                Czas;Odleg³oœæ pomiêdzy u
  9.683937072754e+01;  7.712268084288e-02;  2.375000000000e+01;  2.884485000000e+01;  4.240121174434e-01
  9.785670471191e+01;  7.745020836592e-02;  2.385000000000e+01;  2.894485000000e+01;  4.243396449664e-01
  9.903199768066e+01;  7.781860977411e-02;  2.395000000000e+01;  2.904485000000e+01;  4.247080463746e-01
  1.001555328369e+02;  7.814566791058e-02;  2.405000000000e+01;  2.914485000000e+01;  4.250351045111e-01
  1.011154937744e+02;  7.839156687260e-02;  2.415000000000e+01;  2.924485000000e+01;  4.252810034731e-01
  1.024953765869e+02;  7.884202897549e-02;  2.425000000000e+01;  2.934485000000e+01;  4.257314655760e-01
  1.034223785400e+02;  7.904660701752e-02;  2.435000000000e+01;  2.944485000000e+01;  4.259360436180e-01
  1.050210113525e+02;  7.957875728607e-02;  2.445000000000e+01;  2.954485000000e+01;  4.264681938866e-01
  1.056384429932e+02;  7.970167696476e-02;  2.455000000000e+01;  2.964485000000e+01;  4.265911135653e-01
  1.073542633057e+02;  8.019287884235e-02;  2.465000000000e+01;  2.974485000000e+01;  4.270823154429e-01
  1.081242828369e+02;  8.039758354425e-02;  2.475000000000e+01;  2.984485000000e+01;  4.272870201448e-01
  1.095476226807e+02;  8.080689609051e-02;  2.485000000000e+01;  2.994485000000e+01;  4.276963326910e-01
  1.105798492432e+02;  8.105255663395e-02;  2.495000000000e+01;  3.004485000000e+01;  4.279419932345e-01
  1.119885406494e+02;  8.146172016859e-02;  2.505000000000e+01;  3.014485000000e+01;  4.283511567691e-01
  1.130124664307e+02;  8.174846321344e-02;  2.515000000000e+01;  3.024485000000e+01;  4.286378998140e-01
  1.141667633057e+02;  8.211679011583e-02;  2.525000000000e+01;  3.034485000000e+01;  4.290062267164e-01
  1.154851226807e+02;  8.244427293539e-02;  2.535000000000e+01;  3.044485000000e+01;  4.293337095359e-01
  1.164860992432e+02;  8.268981426954e-02;  2.545000000000e+01;  3.054485000000e+01;  4.295792508701e-01
  1.177893218994e+02;  8.309924602509e-02;  2.555000000000e+01;  3.064485000000e+01;  4.299886826256e-01
  1.189895172119e+02;  8.338572084904e-02;  2.565000000000e+01;  3.074485000000e+01;  4.302751574496e-01
  1.203239898682e+02;  8.375414460897e-02;  2.575000000000e+01;  3.084485000000e+01;  4.306435812095e-01
  1.214777984619e+02;  8.404069393873e-02;  2.585000000000e+01;  3.094485000000e+01;  4.309301305393e-01
  1.229485015869e+02;  8.445021510124e-02;  2.595000000000e+01;  3.104485000000e+01;  4.313396517018e-01
  1.238767242432e+02;  8.469574153423e-02;  2.605000000000e+01;  3.114485000000e+01;  4.315851781348e-01
  1.255456695557e+02;  8.518704026937e-02;  2.615000000000e+01;  3.124485000000e+01;  4.320764768699e-01
  1.262932281494e+02;  8.535078167915e-02;  2.625000000000e+01;  3.134485000000e+01;  4.322402182797e-01
  1.279758453369e+02;  8.580093085766e-02;  2.635000000000e+01;  3.144485000000e+01;  4.326903674582e-01
  1.290051422119e+02;  8.604662120342e-02;  2.645000000000e+01;  3.154485000000e+01;  4.329360578039e-01
  1.303752593994e+02;  8.641511201859e-02;  2.655000000000e+01;  3.164485000000e+01;  4.333045486191e-01
  1.316428375244e+02;  8.670168370008e-02;  2.665000000000e+01;  3.174485000000e+01;  4.335911203006e-01
  1.329724273682e+02;  8.715119957924e-02;  2.675000000000e+01;  3.184485000000e+01;  4.340406361798e-01
  1.341779937744e+02;  8.735663443804e-02;  2.685000000000e+01;  3.194485000000e+01;  4.342460710386e-01
  1.355329742432e+02;  8.768413960934e-02;  2.695000000000e+01;  3.204485000000e+01;  4.345735762099e-01
  1.368239898682e+02;  8.805239945650e-02;  2.705000000000e+01;  3.214485000000e+01;  4.349418360570e-01
  1.381560211182e+02;  8.842070400715e-02;  2.715000000000e+01;  3.224485000000e+01;  4.353101406077e-01
  1.393440093994e+02;  8.866659551859e-02;  2.725000000000e+01;  3.234485000000e+01;  4.355560321191e-01
  1.408308258057e+02;  8.907590806484e-02;  2.735000000000e+01;  3.244485000000e+01;  4.359653446654e-01
  1.421233062744e+02;  8.936241269112e-02;  2.745000000000e+01;  3.254485000000e+01;  4.362518492916e-01
  1.437165679932e+02;  8.977185934782e-02;  2.755000000000e+01;  3.264485000000e+01;  4.366612959483e-01
  1.445849761963e+02;  8.997637778521e-02;  2.765000000000e+01;  3.274485000000e+01;  4.368658143857e-01
  1.458593902588e+02;  9.034494310617e-02;  2.775000000000e+01;  3.284485000000e+01;  4.372343797067e-01
  1.476953277588e+02;  9.079511463642e-02;  2.785000000000e+01;  3.294485000000e+01;  4.376845512369e-01
  1.486279449463e+02;  9.099990874529e-02;  2.795000000000e+01;  3.304485000000e+01;  4.378893453458e-01
  1.501220855713e+02;  9.136835485697e-02;  2.805000000000e+01;  3.314485000000e+01;  4.382577914575e-01
  1.512937622070e+02;  9.165490418673e-02;  2.815000000000e+01;  3.324485000000e+01;  4.385443407872e-01
  1.528772583008e+02;  9.206426143646e-02;  2.825000000000e+01;  3.334485000000e+01;  4.389536980370e-01
  1.539368286133e+02;  9.235062450171e-02;  2.835000000000e+01;  3.344485000000e+01;  4.392400611022e-01
  1.553098754883e+02;  9.267796576023e-02;  2.845000000000e+01;  3.354485000000e+01;  4.395674023608e-01
  1.567449340820e+02;  9.300568699837e-02;  2.855000000000e+01;  3.364485000000e+01;  4.398951235989e-01
  1.582517700195e+02;  9.333317726851e-02;  2.865000000000e+01;  3.374485000000e+01;  4.402226138690e-01
  1.593091430664e+02;  9.361965209246e-02;  2.875000000000e+01;  3.384485000000e+01;  4.405090886930e-01
  1.608306274414e+02;  9.402911365032e-02;  2.885000000000e+01;  3.394485000000e+01;  4.409185502508e-01
  1.619287719727e+02;  9.431573003531e-02;  2.895000000000e+01;  3.404485000000e+01;  4.412051666358e-01
  1.628491821289e+02;  9.456133842468e-02;  2.905000000000e+01;  3.414485000000e+01;  4.414507750252e-01
  1.647417602539e+02;  9.505248069763e-02;  2.915000000000e+01;  3.424485000000e+01;  4.419419172982e-01
  1.657866821289e+02;  9.529801458120e-02;  2.925000000000e+01;  3.434485000000e+01;  4.421874511817e-01
  1.674414672852e+02;  9.566639363766e-02;  2.935000000000e+01;  3.444485000000e+01;  4.425558302382e-01
  1.689282836914e+02;  9.599409252405e-02;  2.945000000000e+01;  3.454485000000e+01;  4.428835291246e-01
  1.698286743164e+02;  9.619876742363e-02;  2.955000000000e+01;  3.464485000000e+01;  4.430882040241e-01
  1.721441040039e+02;  9.677168726921e-02;  2.965000000000e+01;  3.474485000000e+01;  4.436611238697e-01
  1.730396118164e+02;  9.697645157576e-02;  2.975000000000e+01;  3.484485000000e+01;  4.438658881763e-01
  1.744116821289e+02;  9.726300090551e-02;  2.985000000000e+01;  3.494485000000e+01;  4.441524375060e-01
  1.760479125977e+02;  9.771335124969e-02;  2.995000000000e+01;  3.504485000000e+01;  4.446027878502e-01
  1.771436157227e+02;  9.791773557663e-02;  3.005000000000e+01;  3.514485000000e+01;  4.448071721771e-01
  1.786543579102e+02;  9.824555367231e-02;  3.015000000000e+01;  3.524485000000e+01;  4.451349902728e-01
  1.805127563477e+02;  9.873655438423e-02;  3.025000000000e+01;  3.534485000000e+01;  4.456259909848e-01
  1.816128540039e+02;  9.898206591606e-02;  3.035000000000e+01;  3.544485000000e+01;  4.458715025166e-01
  1.829546508789e+02;  9.926883131266e-02;  3.045000000000e+01;  3.554485000000e+01;  4.461582679132e-01
  1.846148071289e+02;  9.963703900576e-02;  3.055000000000e+01;  3.564485000000e+01;  4.465264756063e-01
  1.861367797852e+02;  9.996485710144e-02;  3.065000000000e+01;  3.574485000000e+01;  4.468542937020e-01
  1.871196899414e+02;  1.002104729414e-01;  3.075000000000e+01;  3.584485000000e+01;  4.470999095419e-01
  1.890005493164e+02;  1.006197333336e-01;  3.085000000000e+01;  3.594485000000e+01;  4.475091699341e-01
  1.905830688477e+02;  1.010290905833e-01;  3.095000000000e+01;  3.604485000000e+01;  4.479185271838e-01
  1.918867797852e+02;  1.013155281544e-01;  3.105000000000e+01;  3.614485000000e+01;  4.482049647549e-01
  1.932442016602e+02;  1.016021147370e-01;  3.115000000000e+01;  3.624485000000e+01;  4.484915513376e-01
  1.945977172852e+02;  1.018887385726e-01;  3.125000000000e+01;  3.634485000000e+01;  4.487781751731e-01
  1.962774047852e+02;  1.022572591901e-01;  3.135000000000e+01;  3.644485000000e+01;  4.491466957906e-01
  1.976328735352e+02;  1.025845557451e-01;  3.145000000000e+01;  3.654485000000e+01;  4.494739923456e-01
  1.995078735352e+02;  1.029938906431e-01;  3.155000000000e+01;  3.664485000000e+01;  4.498833272436e-01
  2.009312133789e+02;  1.033214181662e-01;  3.165000000000e+01;  3.674485000000e+01;  4.502108547667e-01
  2.019216918945e+02;  1.035262420774e-01;  3.175000000000e+01;  3.684485000000e+01;  4.504156786779e-01
  2.037390747070e+02;  1.039355248213e-01;  3.185000000000e+01;  3.694485000000e+01;  4.508249614218e-01
  2.053093872070e+02;  1.042629405856e-01;  3.195000000000e+01;  3.704485000000e+01;  4.511523771861e-01
  2.067400512695e+02;  1.045496538281e-01;  3.205000000000e+01;  3.714485000000e+01;  4.514390904287e-01
  2.082766723633e+02;  1.049590110779e-01;  3.215000000000e+01;  3.724485000000e+01;  4.518484476784e-01
  2.095530395508e+02;  1.052042767406e-01;  3.225000000000e+01;  3.734485000000e+01;  4.520937133411e-01
  2.113870239258e+02;  1.056138202548e-01;  3.235000000000e+01;  3.744485000000e+01;  4.525032568553e-01
  2.126218872070e+02;  1.058594137430e-01;  3.245000000000e+01;  3.754485000000e+01;  4.527488503435e-01
  2.144675903320e+02;  1.063097268343e-01;  3.255000000000e+01;  3.764485000000e+01;  4.531991634348e-01
  2.156487426758e+02;  1.065553426743e-01;  3.265000000000e+01;  3.774485000000e+01;  4.534447792748e-01
  2.169568481445e+02;  1.068419590592e-01;  3.275000000000e+01;  3.784485000000e+01;  4.537313956598e-01
  2.189519653320e+02;  1.072514131665e-01;  3.285000000000e+01;  3.794485000000e+01;  4.541408497670e-01
  2.201892700195e+02;  1.075379624963e-01;  3.295000000000e+01;  3.804485000000e+01;  4.544273990968e-01
  2.219026489258e+02;  1.079063862562e-01;  3.305000000000e+01;  3.814485000000e+01;  4.547958228567e-01
  2.231394653320e+02;  1.081927716732e-01;  3.315000000000e+01;  3.824485000000e+01;  4.550822082737e-01
  2.248195037842e+02;  1.085613593459e-01;  3.325000000000e+01;  3.834485000000e+01;  4.554507959464e-01
  2.261696014404e+02;  1.088887453079e-01;  3.335000000000e+01;  3.844485000000e+01;  4.557781819084e-01
  2.277950897217e+02;  1.092159748077e-01;  3.345000000000e+01;  3.854485000000e+01;  4.561054114083e-01
  2.296036834717e+02;  1.095438152552e-01;  3.355000000000e+01;  3.864485000000e+01;  4.564332518557e-01
  2.308678436279e+02;  1.099121198058e-01;  3.365000000000e+01;  3.874485000000e+01;  4.568015564063e-01
  2.323243865967e+02;  1.101576834917e-01;  3.375000000000e+01;  3.884485000000e+01;  4.570471200922e-01
  2.338531951904e+02;  1.105261072516e-01;  3.385000000000e+01;  3.894485000000e+01;  4.574155438522e-01
  2.354376678467e+02;  1.108944863081e-01;  3.395000000000e+01;  3.904485000000e+01;  4.577839229086e-01
  2.367521209717e+02;  1.110993698239e-01;  3.405000000000e+01;  3.914485000000e+01;  4.579888064245e-01
  2.386427459717e+02;  1.115087270737e-01;  3.415000000000e+01;  3.924485000000e+01;  4.583981636742e-01
  2.401061248779e+02;  1.118771284819e-01;  3.425000000000e+01;  3.934485000000e+01;  4.587665650824e-01
  2.415333709717e+02;  1.122045218945e-01;  3.435000000000e+01;  3.944485000000e+01;  4.590939584950e-01
  2.429342498779e+02;  1.124909967184e-01;  3.445000000000e+01;  3.954485000000e+01;  4.593804333189e-01
  2.449586639404e+02;  1.129413694143e-01;  3.455000000000e+01;  3.964485000000e+01;  4.598308060148e-01
  2.458756561279e+02;  1.131050586700e-01;  3.465000000000e+01;  3.974485000000e+01;  4.599944952706e-01
  2.477677459717e+02;  1.135553792119e-01;  3.475000000000e+01;  3.984485000000e+01;  4.604448158124e-01
  2.491979217529e+02;  1.138418987393e-01;  3.485000000000e+01;  3.994485000000e+01;  4.607313353399e-01
  2.507467498779e+02;  1.142104640603e-01;  3.495000000000e+01;  4.004485000000e+01;  4.610999006608e-01
  2.519508514404e+02;  1.144151613116e-01;  3.505000000000e+01;  4.014485000000e+01;  4.613045979121e-01
  2.538590545654e+02;  1.148651242256e-01;  3.515000000000e+01;  4.024485000000e+01;  4.617545608261e-01
  2.551686248779e+02;  1.151110678911e-01;  3.525000000000e+01;  4.034485000000e+01;  4.620005044916e-01
  2.567340393066e+02;  1.155200973153e-01;  3.535000000000e+01;  4.044485000000e+01;  4.624095339158e-01
  2.582545471191e+02;  1.158477291465e-01;  3.545000000000e+01;  4.054485000000e+01;  4.627371657470e-01
  2.600494689941e+02;  1.162162423134e-01;  3.555000000000e+01;  4.064485000000e+01;  4.631056789139e-01
  2.615367736816e+02;  1.165028885007e-01;  3.565000000000e+01;  4.074485000000e+01;  4.633923251012e-01
  2.631022033691e+02;  1.169118881226e-01;  3.575000000000e+01;  4.084485000000e+01;  4.638013247231e-01
  2.644220275879e+02;  1.171575263143e-01;  3.585000000000e+01;  4.094485000000e+01;  4.640469629148e-01
  2.659620666504e+02;  1.174853444099e-01;  3.595000000000e+01;  4.104485000000e+01;  4.643747810105e-01
  2.676134338379e+02;  1.178535968065e-01;  3.605000000000e+01;  4.114485000000e+01;  4.647430334070e-01
  2.692027893066e+02;  1.181811317801e-01;  3.615000000000e+01;  4.124485000000e+01;  4.650705683807e-01
  2.707442932129e+02;  1.185495555401e-01;  3.625000000000e+01;  4.134485000000e+01;  4.654389921406e-01
  2.720187072754e+02;  1.187951192260e-01;  3.635000000000e+01;  4.144485000000e+01;  4.656845558265e-01
  2.737403869629e+02;  1.192043572664e-01;  3.645000000000e+01;  4.154485000000e+01;  4.660937938669e-01
  2.753541564941e+02;  1.195320338011e-01;  3.655000000000e+01;  4.164485000000e+01;  4.664214704016e-01
  2.766446838379e+02;  1.197776496410e-01;  3.665000000000e+01;  4.174485000000e+01;  4.666670862416e-01
  2.784288635254e+02;  1.201870590448e-01;  3.675000000000e+01;  4.184485000000e+01;  4.670764956454e-01
  2.799513244629e+02;  1.204736530781e-01;  3.685000000000e+01;  4.194485000000e+01;  4.673630896786e-01
  2.813878479004e+02;  1.208011135459e-01;  3.695000000000e+01;  4.204485000000e+01;  4.676905501464e-01
  2.832120666504e+02;  1.212102621794e-01;  3.705000000000e+01;  4.214485000000e+01;  4.680996987799e-01
  2.845563049316e+02;  1.214559376240e-01;  3.715000000000e+01;  4.224485000000e+01;  4.683453742245e-01
  2.861178283691e+02;  1.217835694551e-01;  3.725000000000e+01;  4.234485000000e+01;  4.686730060557e-01
  2.878678283691e+02;  1.221929267049e-01;  3.735000000000e+01;  4.244485000000e+01;  4.690823633054e-01
  2.894244689941e+02;  1.224794089794e-01;  3.745000000000e+01;  4.254485000000e+01;  4.693688455799e-01
  2.910084533691e+02;  1.228068172932e-01;  3.755000000000e+01;  4.264485000000e+01;  4.696962538937e-01
  2.927472229004e+02;  1.231752410531e-01;  3.765000000000e+01;  4.274485000000e+01;  4.700646776536e-01
  2.939679260254e+02;  1.234210208058e-01;  3.775000000000e+01;  4.284485000000e+01;  4.703104574064e-01
  2.951256408691e+02;  1.237072423100e-01;  3.785000000000e+01;  4.294485000000e+01;  4.705966789106e-01
  2.970484924316e+02;  1.240758970380e-01;  3.795000000000e+01;  4.304485000000e+01;  4.709653336385e-01
  2.990631408691e+02;  1.245261505246e-01;  3.805000000000e+01;  4.314485000000e+01;  4.714155871251e-01
  3.002516174316e+02;  1.247717365623e-01;  3.815000000000e+01;  4.324485000000e+01;  4.716611731628e-01
  3.021150207520e+02;  1.252218186855e-01;  3.825000000000e+01;  4.334485000000e+01;  4.721112552861e-01
  3.034504699707e+02;  1.254268735647e-01;  3.835000000000e+01;  4.344485000000e+01;  4.723163101652e-01
  3.050657043457e+02;  1.257541924715e-01;  3.845000000000e+01;  4.354485000000e+01;  4.726436290720e-01
  3.064314270020e+02;  1.260816752911e-01;  3.855000000000e+01;  4.364485000000e+01;  4.729711118916e-01
  3.080657043457e+02;  1.264093071222e-01;  3.865000000000e+01;  4.374485000000e+01;  4.732987437228e-01
  3.098762512207e+02;  1.267775893211e-01;  3.875000000000e+01;  4.384485000000e+01;  4.736670259217e-01
  3.111023254395e+02;  1.270643025637e-01;  3.885000000000e+01;  4.394485000000e+01;  4.739537391642e-01
  3.128874816895e+02;  1.274327188730e-01;  3.895000000000e+01;  4.404485000000e+01;  4.743221554735e-01
  3.145466613770e+02;  1.278011053801e-01;  3.905000000000e+01;  4.414485000000e+01;  4.746905419806e-01
  3.159856262207e+02;  1.280876696110e-01;  3.915000000000e+01;  4.424485000000e+01;  4.749771062115e-01
  3.174192199707e+02;  1.283331364393e-01;  3.925000000000e+01;  4.434485000000e+01;  4.752225730398e-01
  3.194280090332e+02;  1.287835985422e-01;  3.935000000000e+01;  4.444485000000e+01;  4.756730351427e-01
  3.208352355957e+02;  1.290701478720e-01;  3.945000000000e+01;  4.454485000000e+01;  4.759595844725e-01
  3.224983215332e+02;  1.294382363558e-01;  3.955000000000e+01;  4.464485000000e+01;  4.763276729563e-01
  3.242082824707e+02;  1.297659575939e-01;  3.965000000000e+01;  4.474485000000e+01;  4.766553941944e-01
  3.256330871582e+02;  1.300524473190e-01;  3.975000000000e+01;  4.484485000000e+01;  4.769418839196e-01
  3.270408020020e+02;  1.303800940514e-01;  3.985000000000e+01;  4.494485000000e+01;  4.772695306519e-01
  3.283000793457e+02;  1.306256800890e-01;  3.995000000000e+01;  4.504485000000e+01;  4.775151166895e-01
  3.304153137207e+02;  1.310759037733e-01;  4.005000000000e+01;  4.514485000000e+01;  4.779653403738e-01
  3.319563293457e+02;  1.314034909010e-01;  4.015000000000e+01;  4.524485000000e+01;  4.782929275015e-01
  3.333869934082e+02;  1.316900104284e-01;  4.025000000000e+01;  4.534485000000e+01;  4.785794470289e-01
  3.348552551270e+02;  1.319765895605e-01;  4.035000000000e+01;  4.544485000000e+01;  4.788660261610e-01
  3.364587707520e+02;  1.323448419571e-01;  4.045000000000e+01;  4.554485000000e+01;  4.792342785576e-01
  3.379817199707e+02;  1.326723843813e-01;  4.055000000000e+01;  4.564485000000e+01;  4.795618209818e-01
  3.396135559082e+02;  1.329999566078e-01;  4.065000000000e+01;  4.574485000000e+01;  4.798893932083e-01
  3.415178527832e+02;  1.333682388067e-01;  4.075000000000e+01;  4.584485000000e+01;  4.802576754072e-01
  3.430266418457e+02;  1.336958855391e-01;  4.085000000000e+01;  4.594485000000e+01;  4.805853221396e-01
  3.443186340332e+02;  1.339824348688e-01;  4.095000000000e+01;  4.604485000000e+01;  4.808718714693e-01
  3.456418762207e+02;  1.342688947916e-01;  4.105000000000e+01;  4.614485000000e+01;  4.811583313921e-01
  3.477043762207e+02;  1.347192227840e-01;  4.115000000000e+01;  4.624485000000e+01;  4.816086593846e-01
  3.493459777832e+02;  1.350466012955e-01;  4.125000000000e+01;  4.634485000000e+01;  4.819360378960e-01
  3.506750793457e+02;  1.353331208229e-01;  4.135000000000e+01;  4.644485000000e+01;  4.822225574234e-01
  3.521467590332e+02;  1.356607973576e-01;  4.145000000000e+01;  4.654485000000e+01;  4.825502339581e-01
  3.537229309082e+02;  1.359881013632e-01;  4.155000000000e+01;  4.664485000000e+01;  4.828775379637e-01
  3.553274230957e+02;  1.362747400999e-01;  4.165000000000e+01;  4.674485000000e+01;  4.831641767004e-01
  3.571457824707e+02;  1.366432607174e-01;  4.175000000000e+01;  4.684485000000e+01;  4.835326973179e-01
  3.587502746582e+02;  1.370116621256e-01;  4.185000000000e+01;  4.694485000000e+01;  4.839010987261e-01
  3.601013488770e+02;  1.372980624437e-01;  4.195000000000e+01;  4.704485000000e+01;  4.841874990443e-01
  3.617156066895e+02;  1.376256793737e-01;  4.205000000000e+01;  4.714485000000e+01;  4.845151159743e-01
  3.634656066895e+02;  1.379532068968e-01;  4.215000000000e+01;  4.724485000000e+01;  4.848426434973e-01
  3.651716613770e+02;  1.383623927832e-01;  4.225000000000e+01;  4.734485000000e+01;  4.852518293837e-01
  3.663616027832e+02;  1.386080831289e-01;  4.235000000000e+01;  4.744485000000e+01;  4.854975197294e-01
  3.680002746582e+02;  1.389354914427e-01;  4.245000000000e+01;  4.754485000000e+01;  4.858249280432e-01
  3.697248840332e+02;  1.393449753523e-01;  4.255000000000e+01;  4.764485000000e+01;  4.862344119528e-01
  3.709587707520e+02;  1.395904421806e-01;  4.265000000000e+01;  4.774485000000e+01;  4.864798787812e-01
  3.726931457520e+02;  1.399181187153e-01;  4.275000000000e+01;  4.784485000000e+01;  4.868075553158e-01
  3.745017395020e+02;  1.403272897005e-01;  4.285000000000e+01;  4.794485000000e+01;  4.872167263010e-01
  3.757234191895e+02;  1.405727565289e-01;  4.295000000000e+01;  4.804485000000e+01;  4.874621931294e-01
  3.776286926270e+02;  1.409822106361e-01;  4.305000000000e+01;  4.814485000000e+01;  4.878716472367e-01
  3.791325988770e+02;  1.412688940763e-01;  4.315000000000e+01;  4.824485000000e+01;  4.881583306769e-01
  3.804285888672e+02;  1.415555477142e-01;  4.325000000000e+01;  4.834485000000e+01;  4.884449843148e-01
  3.823153076172e+02;  1.419646739960e-01;  4.335000000000e+01;  4.844485000000e+01;  4.888541105965e-01
  3.839774169922e+02;  1.422923803329e-01;  4.345000000000e+01;  4.854485000000e+01;  4.891818169335e-01
  3.853699951172e+02;  1.425379961729e-01;  4.355000000000e+01;  4.864485000000e+01;  4.894274327734e-01
  3.872010498047e+02;  1.429473608732e-01;  4.365000000000e+01;  4.874485000000e+01;  4.898367974737e-01
  3.888856201172e+02;  1.432748436928e-01;  4.375000000000e+01;  4.884485000000e+01;  4.901642802933e-01
  3.903953857422e+02;  1.436431556940e-01;  4.385000000000e+01;  4.894485000000e+01;  4.905325922945e-01
  3.915687255859e+02;  1.438477784395e-01;  4.395000000000e+01;  4.904485000000e+01;  4.907372150400e-01
  3.933221435547e+02;  1.442571580410e-01;  4.405000000000e+01;  4.914485000000e+01;  4.911465946415e-01
  3.948865966797e+02;  1.445436924696e-01;  4.415000000000e+01;  4.924485000000e+01;  4.914331290701e-01
  3.966239013672e+02;  1.449122577906e-01;  4.425000000000e+01;  4.934485000000e+01;  4.918016943911e-01
  3.980975341797e+02;  1.451988220215e-01;  4.435000000000e+01;  4.944485000000e+01;  4.920882586220e-01
  3.996600341797e+02;  1.455261409283e-01;  4.445000000000e+01;  4.954485000000e+01;  4.924155775288e-01
  4.015086669922e+02;  1.459355503321e-01;  4.455000000000e+01;  4.964485000000e+01;  4.928249869326e-01
  4.030438232422e+02;  1.462629586458e-01;  4.465000000000e+01;  4.974485000000e+01;  4.931523952463e-01
  4.044539794922e+02;  1.465086042881e-01;  4.475000000000e+01;  4.984485000000e+01;  4.933980408886e-01
  4.061580810547e+02;  1.468771845102e-01;  4.485000000000e+01;  4.994485000000e+01;  4.937666211108e-01
  4.078162841797e+02;  1.472865045071e-01;  4.495000000000e+01;  5.004485000000e+01;  4.941759411076e-01
  4.092103271484e+02;  1.475319862366e-01;  4.505000000000e+01;  5.014485000000e+01;  4.944214228371e-01
  4.107279052734e+02;  1.478594541550e-01;  4.515000000000e+01;  5.024485000000e+01;  4.947488907555e-01
  4.121839599609e+02;  1.481870412827e-01;  4.525000000000e+01;  5.034485000000e+01;  4.950764778832e-01
  4.140989990234e+02;  1.485553383827e-01;  4.535000000000e+01;  5.044485000000e+01;  4.954447749832e-01
  4.157205810547e+02;  1.488828659058e-01;  4.545000000000e+01;  5.054485000000e+01;  4.957723025063e-01
  4.170819091797e+02;  1.491694152355e-01;  4.555000000000e+01;  5.064485000000e+01;  4.960588518360e-01
  4.185472412109e+02;  1.494970768690e-01;  4.565000000000e+01;  5.074485000000e+01;  4.963865134695e-01
  4.203641357422e+02;  1.499062925577e-01;  4.575000000000e+01;  5.084485000000e+01;  4.967957291582e-01
  4.218221435547e+02;  1.501928120852e-01;  4.585000000000e+01;  5.094485000000e+01;  4.970822486857e-01
  4.236483154297e+02;  1.506018936634e-01;  4.595000000000e+01;  5.104485000000e+01;  4.974913302639e-01
  4.247943115234e+02;  1.508070230484e-01;  4.605000000000e+01;  5.114485000000e+01;  4.976964596489e-01
  4.263968505859e+02;  1.511752307415e-01;  4.615000000000e+01;  5.124485000000e+01;  4.980646673420e-01
  4.282454833984e+02;  1.515435278416e-01;  4.625000000000e+01;  5.134485000000e+01;  4.984329644421e-01
  4.297025146484e+02;  1.518302410841e-01;  4.635000000000e+01;  5.144485000000e+01;  4.987196776846e-01
  4.313206787109e+02;  1.521987318993e-01;  4.645000000000e+01;  5.154485000000e+01;  4.990881684998e-01
  4.328763427734e+02;  1.525261253119e-01;  4.655000000000e+01;  5.164485000000e+01;  4.994155619124e-01
  4.344398193359e+02;  1.528534740210e-01;  4.665000000000e+01;  5.174485000000e+01;  4.997429106215e-01
  4.361732177734e+02;  1.532222181559e-01;  4.675000000000e+01;  5.184485000000e+01;  5.001116547564e-01
  4.376839599609e+02;  1.535495072603e-01;  4.685000000000e+01;  5.194485000000e+01;  5.004389438608e-01
  4.392542724609e+02;  1.538362652063e-01;  4.695000000000e+01;  5.204485000000e+01;  5.007257018069e-01
  4.404896240234e+02;  1.541226506233e-01;  4.705000000000e+01;  5.214485000000e+01;  5.010120872238e-01
  4.420491943359e+02;  1.544910371304e-01;  4.715000000000e+01;  5.224485000000e+01;  5.013804737309e-01
  4.438519287109e+02;  1.548594683409e-01;  4.725000000000e+01;  5.234485000000e+01;  5.017489049414e-01
  4.449710693359e+02;  1.550643295050e-01;  4.735000000000e+01;  5.244485000000e+01;  5.019537661055e-01
  4.470267333984e+02;  1.555144637823e-01;  4.745000000000e+01;  5.254485000000e+01;  5.024039003828e-01
  4.483011474609e+02;  1.558010876179e-01;  4.755000000000e+01;  5.264485000000e+01;  5.026905242184e-01
  4.496536865234e+02;  1.560875624418e-01;  4.765000000000e+01;  5.274485000000e+01;  5.029769990423e-01
  4.512044677734e+02;  1.564561277628e-01;  4.775000000000e+01;  5.284485000000e+01;  5.033455643633e-01
  4.529515380859e+02;  1.567836254835e-01;  4.785000000000e+01;  5.294485000000e+01;  5.036730620840e-01
  4.545716552734e+02;  1.571518927813e-01;  4.795000000000e+01;  5.304485000000e+01;  5.040413293818e-01
  4.557064208984e+02;  1.574382781982e-01;  4.805000000000e+01;  5.314485000000e+01;  5.043277147988e-01
  4.572708740234e+02;  1.577658951283e-01;  4.815000000000e+01;  5.324485000000e+01;  5.046553317288e-01
  4.588760375977e+02;  1.580933928490e-01;  4.825000000000e+01;  5.334485000000e+01;  5.049828294495e-01
  4.609522094727e+02;  1.585436612368e-01;  4.835000000000e+01;  5.344485000000e+01;  5.054330978373e-01
  4.620628051758e+02;  1.587485522032e-01;  4.845000000000e+01;  5.354485000000e+01;  5.056379888037e-01
  4.636126098633e+02;  1.591168493032e-01;  4.855000000000e+01;  5.364485000000e+01;  5.060062859038e-01
  4.651052856445e+02;  1.594035178423e-01;  4.865000000000e+01;  5.374485000000e+01;  5.062929544428e-01
  4.669382934570e+02;  1.598127335310e-01;  4.875000000000e+01;  5.384485000000e+01;  5.067021701315e-01
