1	0.012079002
2	0.006104766
3	0.0048414744
4	0.0006007949
5	0.008925361
6	0.009539038
7	0.007166367
8	0.017407171
9	0.012164618
10	0.009676665
11	0.012602095
12	0.014399889
13	0.0015241235
14	0.009211905
15	0.0086731715
16	0.0008205053
17	0.0036419397
18	0.0040057586
19	0.00071070204
20	0.024054589
21	0.001718458
22	0.01836552
23	0.008687277
24	0.0069460245
25	0.008662494
26	0.021437138
27	0.011958245
28	0.004918068
29	0.019208603
30	0.01429901
31	0.008511754
32	0.0054958835
33	0.0049017505
34	0.012918073
35	0.012316493
36	0.0076639513
37	0.020369915
38	0.00053869636
39	0.0044387598
40	0.0025359255
41	0.013184166
42	0.013343342
43	0.024468131
44	0.010720094
45	0.020142404
46	0.012615706
47	0.009352507
48	0.0017848146
49	0.002841304
50	0.0006582939
51	0.052432623
52	0.0007520657
53	0.0005186766
54	0.0070783296
55	0.013650999
56	0.015253341
57	0.023533998
58	0.011591488
59	0.016202541
60	0.017360624
61	0.022906454
62	0.0017608319
63	0.009291767
64	0.010834707
65	0.0038613756
66	0.005711555
67	0.017083824
68	0.016906295
69	0.004039337
70	0.0007259331
71	0.00827714
72	0.0067233406
73	0.014453499
74	0.00075382803
75	0.025597613
76	0.0200316
77	0.025147831
78	0.023825804
79	0.024889544
80	0.0101786805
81	0.000553247
82	0.000672374
83	0.0005933627
84	0.012800518
85	0.0119526535
86	0.012701548
87	0.004437754
88	0.00060059427
89	0.010519229
90	0.00073459017
91	0.013860219
92	0.01281977
93	0.014658033
94	0.0036811419
95	0.000693531
96	0.024190059
97	0.008918352
98	0.00063214754
99	0.016598715
100	0.013358792
101	0.012089936
102	0.01629144
103	0.009583663
104	0.008687446
105	0.00623302
106	0.006612564
107	0.0046331035
108	0.02284527
109	0.010836423
110	0.014805636
111	0.004164616
112	0.004752816
113	0.007222796
114	0.010541394
115	0.007440174
116	0.013958337
117	0.024138775
118	0.010280308
119	0.009086905
120	0.031208517
121	0.017725825
122	0.009192865
123	0.019377572
124	0.0025564341
125	0.004565829
126	0.019513177
127	0.0123703685
128	0.0039057103
129	0.004482596
130	0.023459902
131	0.013521338
132	0.030932663
133	0.007991227
134	0.015176761
135	0.015986864
136	0.014668209
137	0.0155795375
138	0.017143875
139	0.032296304
140	0.012402401
141	0.0006658068
142	0.020270819
143	0.0010274505
144	0.00088161434
145	0.0024213819
146	0.00070795475
